Creador;El;ULib;FULib;Fe.entrega;Solped;CM;EntrgFinal;C.Rec.;V.Rec.;C.Fac.;V.Fac.;Antic.;Tp.cambio;TipoCambio;Cond.pago;Centro;Almacén;Doc.compr.;Posición;Contrato;IndBorrado;EstadLiber;Proveedor;Nombre;Material;Txt.brv.;Tp.imput.;Gpo.artíc.;Grp-Compr.;Tipo doc.;Cl.doc.;Liber.;GrupoLib.;EstrLiber;Gestión OC;Fecha doc.;Cantidad;UM pedido;CxCal;CxEnt;Valor neto;Valor efec;VxCal;VxEnt;Moneda;V.neto ML;ML;;PosSolPed;Fe.solic.;Respons.;Fe.Migo;Mot. Anul.;Negocia
Usuario 9;26.01.2022;Usuario 9;26.01.2022;28.01.2022;X;;;;;;;;100.000;100.000;;B;;documento 3345;30;;L;;;prov 21;;;;grupo 24;18;F;;;;;4;26.01.2022;21.003;BOL;;;;;;;INR;32857.00;INR;;30;26.01.2022;Usuario 9;;;
Usuario 9;26.01.2022;Usuario 9;26.01.2022;28.01.2022;X;;;;;;;;100.000;100.000;;B;;documento 3345;40;;L;;;prov 21;;;;grupo 75;18;F;;;;;4;26.01.2022;11.000;UN;;;;;;;INR;4915.00;INR;;40;26.01.2022;Usuario 9;;;
Usuario 9;26.01.2022;Usuario 9;26.01.2022;28.01.2022;X;;;;;;;;100.000;100.000;;B;;documento 3345;50;;L;;;prov 21;;;;grupo 20;18;F;;;;;4;26.01.2022;3.005;KG;;;;;;;INR;27665.00;INR;;50;26.01.2022;Usuario 9;;;
Usuario 6;26.01.2022;Usuario 6;26.01.2022;25.01.2022;X;;;;;;;;100.000;100.000;;A;;documento 3346;10;;;XX;;prov 78;;;K;grupo 9;6;F;;1;;;8;26.01.2022;2.006;UP;;;;;;;INR;911473.00;INR;;10;25.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;27.01.2022;19.02.2022;X;;;;;;;;100.000;100.000;;A;;documento 3347;10;;L;;;prov 157;;;K;grupo 9;6;F;;;;;14;26.01.2022;2.001;UP;;;;;;;INR;3384580.00;INR;;10;26.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;27.01.2022;10.02.2022;X;;;;;;;;100.000;100.000;;A;;documento 3348;10;;L;;;prov 156;;;K;grupo 9;6;F;;;;;14;26.01.2022;2.007;UP;;;;;;;INR;3485664.00;INR;;10;26.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;26.01.2022;20.01.2022;X;;X;;;;;;100.000;100.000;;A;;documento 3349;10;;;XX;;prov 28;;;K;grupo 217;29;F;;1;;;4;26.01.2022;4.001;UN;;;;;;;INR;62019.00;INR;;10;10.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;26.01.2022;20.01.2022;X;;X;;;;;;100.000;100.000;;A;;documento 3349;20;;;XX;;prov 28;;;K;grupo 22;29;F;;1;;;4;26.01.2022;4.000;UN;;;;;;;INR;19014.00;INR;;20;10.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;26.01.2022;21.01.2022;X;;;;;;;;100.000;100.000;;C;;documento 3350;10;;;XX;;prov 155;;;K;grupo 9;6;F;;1;;;8;26.01.2022;2.002;UP;;;;;;;INR;41595.00;INR;;10;21.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;26.01.2022;21.01.2022;X;;;;;;;;100.000;100.000;;C;;documento 3351;10;;;XX;;prov 154;;;K;grupo 9;6;F;;1;;;8;26.01.2022;2.000;UP;;;;;;;INR;569397.00;INR;;10;21.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;26.01.2022;07.02.2022;X;;;;;;;;100.000;100.000;;C;;documento 3351;20;;;XX;;prov 154;;;K;grupo 9;6;F;;1;;;8;26.01.2022;2.004;UP;;;;;;;INR;549804.00;INR;;20;21.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;26.01.2022;06.01.2022;X;;;;;;;;100.000;100.000;;C;;documento 3352;10;;;XX;;prov 80;;;K;grupo 9;6;F;;1;;;4;26.01.2022;2.009;UP;;;;;;;INR;7401.00;INR;;10;06.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;26.01.2022;21.01.2022;X;;;;;;;;100.000;100.000;;C;;documento 3353;10;;;XX;;prov 116;;;K;grupo 9;6;F;;1;;;8;26.01.2022;2.000;UP;;;;;;;INR;373338.00;INR;;10;21.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;26.01.2022;25.01.2022;X;;X;;;;;;100.000;100.000;;A;;documento 3354;10;;;XX;;prov 153;;;K;grupo 106;29;F;;1;;;8;26.01.2022;3.007;UN;;;;;;;INR;3994.00;INR;;10;19.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;26.01.2022;25.01.2022;X;;X;;;;;;100.000;100.000;;A;;documento 3354;20;;;XX;;prov 153;;;K;grupo 106;29;F;;1;;;8;26.01.2022;3.005;UN;;;;;;;INR;44104.00;INR;;30;25.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;26.01.2022;25.01.2022;X;;X;;;;;;100.000;100.000;;A;;documento 3354;30;;;XX;;prov 153;;;K;grupo 183;29;F;;1;;;8;26.01.2022;3.001;UN;;;;;;;INR;1883.00;INR;;40;25.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;26.01.2022;25.01.2022;X;;X;;;;;;100.000;100.000;;A;;documento 3354;40;;;XX;;prov 153;;;K;grupo 106;29;F;;1;;;8;26.01.2022;3.006;UN;;;;;;;INR;104180.00;INR;;50;25.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;26.01.2022;X;;;;;;;;100.000;100.000;;B;;documento 3355;10;;;XX;;prov 82;;;F;grupo 9;18;F;;1;;;8;26.01.2022;2.003;UP;;;;;;;INR;406326.00;INR;;20;25.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;26.01.2022;26.01.2022;X;;X;;;;;;100.000;100.000;;B;;documento 3356;10;;;X;;prov 21;;;;grupo 71;57;F;;1;;;6;26.01.2022;101.007;KG;;;;;;;INR;58796.00;INR;;10;26.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;26.01.2022;26.01.2022;X;;X;;;;;;100.000;100.000;;B;;documento 3356;20;;;X;;prov 21;;;;grupo 81;57;F;;1;;;6;26.01.2022;21.006;KG;;;;;;;INR;51857.00;INR;;20;26.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.01.2022;X;;;;;;;;100.000;100.000;;B;;documento 3357;10;;;XXX;;prov 152;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.004;UP;;;;;;;INR;913265.00;INR;;10;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;28.02.2022;X;;;;;;;;100.000;100.000;;B;;documento 3357;20;;;XXX;;prov 152;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.008;UP;;;;;;;INR;869049.00;INR;;20;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.03.2022;X;;;;;;;;100.000;100.000;;B;;documento 3357;30;;;XXX;;prov 152;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.008;UP;;;;;;;INR;894097.00;INR;;30;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.04.2022;X;;;;;;;;100.000;100.000;;B;;documento 3357;40;;;XXX;;prov 152;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.005;UP;;;;;;;INR;899950.00;INR;;40;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.05.2022;X;;;;;;;;100.000;100.000;;B;;documento 3357;50;;;XXX;;prov 152;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.005;UP;;;;;;;INR;875420.00;INR;;50;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.06.2022;X;;;;;;;;100.000;100.000;;B;;documento 3357;60;;;XXX;;prov 152;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.001;UP;;;;;;;INR;895262.00;INR;;60;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.07.2022;X;;;;;;;;100.000;100.000;;B;;documento 3357;70;;;XXX;;prov 152;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.003;UP;;;;;;;INR;894267.00;INR;;70;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.08.2022;X;;;;;;;;100.000;100.000;;B;;documento 3357;80;;;XXX;;prov 152;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.004;UP;;;;;;;INR;876658.00;INR;;80;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.09.2022;X;;;;;;;;100.000;100.000;;B;;documento 3357;90;;;XXX;;prov 152;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.009;UP;;;;;;;INR;874040.00;INR;;90;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.10.2022;X;;;;;;;;100.000;100.000;;B;;documento 3357;100;;;XXX;;prov 152;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.007;UP;;;;;;;INR;875144.00;INR;;100;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.11.2022;X;;;;;;;;100.000;100.000;;B;;documento 3357;110;;;XXX;;prov 152;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.002;UP;;;;;;;INR;905798.00;INR;;110;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.12.2022;X;;;;;;;;100.000;100.000;;B;;documento 3357;120;;;XXX;;prov 152;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.000;UP;;;;;;;INR;913399.00;INR;;120;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.01.2022;X;;;;;;;;100.000;100.000;;A;;documento 3358;10;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.007;UP;;;;;;;INR;149270.00;INR;;10;18.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;28.02.2022;X;;;;;;;;100.000;100.000;;A;;documento 3358;20;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.000;UP;;;;;;;INR;155491.00;INR;;20;18.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.03.2022;X;;;;;;;;100.000;100.000;;A;;documento 3358;30;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.006;UP;;;;;;;INR;135202.00;INR;;30;18.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.04.2022;X;;;;;;;;100.000;100.000;;A;;documento 3358;40;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.000;UP;;;;;;;INR;148398.00;INR;;40;18.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.05.2022;X;;;;;;;;100.000;100.000;;A;;documento 3358;50;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.006;UP;;;;;;;INR;129837.00;INR;;50;18.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.06.2022;X;;;;;;;;100.000;100.000;;A;;documento 3358;60;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.005;UP;;;;;;;INR;129548.00;INR;;60;18.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.07.2022;X;;;;;;;;100.000;100.000;;A;;documento 3358;70;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.003;UP;;;;;;;INR;127109.00;INR;;70;18.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.08.2022;X;;;;;;;;100.000;100.000;;A;;documento 3358;80;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.004;UP;;;;;;;INR;125098.00;INR;;80;18.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.09.2022;X;;;;;;;;100.000;100.000;;A;;documento 3358;90;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.009;UP;;;;;;;INR;126440.00;INR;;90;18.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.10.2022;X;;;;;;;;100.000;100.000;;A;;documento 3358;100;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.006;UP;;;;;;;INR;148931.00;INR;;100;18.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.11.2022;X;;;;;;;;100.000;100.000;;A;;documento 3358;110;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.003;UP;;;;;;;INR;153485.00;INR;;110;18.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.12.2022;X;;;;;;;;100.000;100.000;;A;;documento 3358;120;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.002;UP;;;;;;;INR;150200.00;INR;;120;18.01.2022;Usuario 6;;;
Usuario 9;26.01.2022;Usuario 9;26.01.2022;27.01.2022;;X;X;;;;;;100.000;100.000;;B;;documento 3359;10;;;X;;prov 71;;;;grupo 17;57;F;;1;;;6;26.01.2022;25.002;BOT;;;;;;;INR;135471.00;INR;;;;Usuario 9;;;
Usuario 8;26.01.2022;Usuario 8;26.01.2022;11.02.2022;X;;X;;;;;;100.000;100.000;;B;;documento 3360;10;;;X;;prov 21;;;;grupo 20;57;F;;1;;;4;26.01.2022;2.113.008;UN;;;;;;;INR;50830.00;INR;;10;26.01.2022;Usuario 8;;;
Usuario 8;26.01.2022;Usuario 8;26.01.2022;26.01.2022;X;;;;;;;;100.000;100.000;;B;;documento 3360;20;;L;X;;prov 21;;;;grupo 104;57;F;;1;;;4;26.01.2022;6.003;UN;;;;;;;INR;43252.00;INR;;20;26.01.2022;Usuario 8;;;
Usuario 8;26.01.2022;Usuario 8;26.01.2022;26.01.2022;X;;X;;;;;;100.000;100.000;;B;;documento 3360;30;;;X;;prov 21;;;;grupo 20;57;F;;1;;;4;26.01.2022;2.113.004;UN;;;;;;;INR;95036.00;INR;;30;26.01.2022;Usuario 8;;;
Usuario 8;26.01.2022;Usuario 8;26.01.2022;26.01.2022;X;;;;;;;;100.000;100.000;;B;;documento 3360;40;;L;X;;prov 21;;;;grupo 81;57;F;;1;;;4;26.01.2022;21.003;KG;;;;;;;INR;230374.00;INR;;40;26.01.2022;Usuario 8;;;
Usuario 8;26.01.2022;Usuario 8;26.01.2022;26.01.2022;X;;;;;;;;100.000;100.000;;B;;documento 3360;50;;L;X;;prov 21;;;;grupo 81;57;F;;1;;;4;26.01.2022;11.000;KG;;;;;;;INR;13126.00;INR;;50;26.01.2022;Usuario 8;;;
Usuario 8;26.01.2022;Usuario 8;26.01.2022;26.01.2022;X;;X;;;;;;100.000;100.000;;B;;documento 3360;60;;;X;;prov 21;;;;grupo 99;57;F;;1;;;4;26.01.2022;101.002;UN;;;;;;;INR;34675.00;INR;;60;26.01.2022;Usuario 8;;;
Usuario 8;26.01.2022;Usuario 8;26.01.2022;26.01.2022;X;;;;;;;;100.000;100.000;;B;;documento 3360;70;;L;X;;prov 21;;;;grupo 71;57;F;;1;;;4;26.01.2022;51.007;KG;;;;;;;INR;26521.00;INR;;70;26.01.2022;Usuario 8;;;
Usuario 8;26.01.2022;Usuario 8;26.01.2022;26.01.2022;X;;X;;;;;;100.000;100.000;;B;;documento 3360;80;;;X;;prov 21;;;;grupo 26;57;F;;1;;;4;26.01.2022;43.004;PQ;;;;;;;INR;17043.00;INR;;80;26.01.2022;Usuario 8;;;
Usuario 8;26.01.2022;Usuario 8;26.01.2022;26.01.2022;X;;;;;;;;100.000;100.000;;B;;documento 3360;90;;L;X;;prov 21;;;;grupo 27;57;F;;1;;;4;26.01.2022;31.005;UN;;;;;;;INR;6048.00;INR;;90;26.01.2022;Usuario 8;;;
Usuario 8;26.01.2022;Usuario 8;26.01.2022;26.01.2022;X;;;;;;;;100.000;100.000;;B;;documento 3360;100;;L;X;;prov 21;;;;grupo 78;57;F;;1;;;4;26.01.2022;31.003;UN;;;;;;;INR;17539.00;INR;;100;26.01.2022;Usuario 8;;;
Usuario 9;26.01.2022;Usuario 9;28.01.2022;16.02.2022;;X;X;;;;;;100.000;100.000;;B;;documento 3361;10;;;X;;prov 24;;;;grupo 99;57;F;;1;;;6;26.01.2022;225.001;UN;;;;;;;INR;182460.00;INR;;;;Usuario 9;;;
Usuario 9;26.01.2022;Usuario 9;26.01.2022;28.01.2022;;X;X;;;;;;100.000;100.000;;B;;documento 3362;10;;;X;;prov 75;;;;grupo 68;57;F;;1;;;6;26.01.2022;31.003;UN;;;;;;;INR;24649.00;INR;;;;Usuario 9;;;
Usuario 9;26.01.2022;Usuario 9;26.01.2022;28.01.2022;;X;;;;;;;100.000;100.000;;B;;documento 3363;10;;L;;;prov 26;;;;grupo 20;15;F;;;;;6;26.01.2022;3.169.003;UN;;;;;;;INR;16081.00;INR;;;;Usuario 9;;;
Usuario 9;26.01.2022;Usuario 9;26.01.2022;28.01.2022;;X;;;;;;;100.000;100.000;;B;;documento 3363;20;;L;;;prov 26;;;;grupo 20;15;F;;;;;6;26.01.2022;2.113.006;UN;;;;;;;INR;21100.00;INR;;;;Usuario 9;;;
Usuario 9;26.01.2022;Usuario 9;26.01.2022;28.01.2022;;X;;;;;;;100.000;100.000;;B;;documento 3363;30;;L;;;prov 26;;;;grupo 71;15;F;;;;;6;26.01.2022;201.002;KG;;;;;;;INR;116004.00;INR;;;;Usuario 9;;;
Usuario 9;26.01.2022;Usuario 9;31.01.2022;02.02.2022;;X;X;;;;;;100.000;100.000;;B;;documento 3364;10;;;X;;prov 109;;;;grupo 143;57;F;;1;;;6;26.01.2022;20.001.004;UN;;;;;;;INR;218193.00;INR;;;;Usuario 9;;;
Usuario 9;26.01.2022;Usuario 9;08.02.2022;07.02.2022;;X;X;;;;;;100.000;100.000;;B;;documento 3365;10;;;X;;prov 54;;;;grupo 74;57;F;;1;;;6;26.01.2022;60.001;UN;;;;;;;INR;32699.00;INR;;;;Usuario 9;;;
Usuario 9;26.01.2022;Usuario 9;08.02.2022;07.02.2022;;X;X;;;;;;100.000;100.000;;B;;documento 3365;20;;;X;;prov 54;;;;grupo 172;57;F;;1;;;6;26.01.2022;361.004;UN;;;;;;;INR;519231.00;INR;;;;Usuario 9;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.01.2022;X;;;;;;;;100.000;100.000;;B;;documento 3366;10;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.004;UP;;;;;;;INR;192099.00;INR;;10;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;28.02.2022;X;;;;;;;;100.000;100.000;;B;;documento 3366;20;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.009;UP;;;;;;;INR;174714.00;INR;;20;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.03.2022;X;;;;;;;;100.000;100.000;;B;;documento 3366;30;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.004;UP;;;;;;;INR;203114.00;INR;;30;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.04.2022;X;;;;;;;;100.000;100.000;;B;;documento 3366;40;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.009;UP;;;;;;;INR;209268.00;INR;;40;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.05.2022;X;;;;;;;;100.000;100.000;;B;;documento 3366;50;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.002;UP;;;;;;;INR;204880.00;INR;;50;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.06.2022;X;;;;;;;;100.000;100.000;;B;;documento 3366;60;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.008;UP;;;;;;;INR;198756.00;INR;;60;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.07.2022;X;;;;;;;;100.000;100.000;;B;;documento 3366;70;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.006;UP;;;;;;;INR;205549.00;INR;;70;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.08.2022;X;;;;;;;;100.000;100.000;;B;;documento 3366;80;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.008;UP;;;;;;;INR;195657.00;INR;;80;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.09.2022;X;;;;;;;;100.000;100.000;;B;;documento 3366;90;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.007;UP;;;;;;;INR;181247.00;INR;;90;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.10.2022;X;;;;;;;;100.000;100.000;;B;;documento 3366;100;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.000;UP;;;;;;;INR;203818.00;INR;;100;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.11.2022;X;;;;;;;;100.000;100.000;;B;;documento 3366;110;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.005;UP;;;;;;;INR;189851.00;INR;;110;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.12.2022;X;;;;;;;;100.000;100.000;;B;;documento 3366;120;;;XXX;;prov 151;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.003;UP;;;;;;;INR;191189.00;INR;;120;14.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.01.2022;X;;;;;;;;100.000;100.000;;A;;documento 3367;10;;;XXX;;prov 147;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.009;UP;;;;;;;INR;733990.00;INR;;10;20.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;28.02.2022;X;;;;;;;;100.000;100.000;;A;;documento 3367;20;;;XXX;;prov 147;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.006;UP;;;;;;;INR;688740.00;INR;;20;20.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.03.2022;X;;;;;;;;100.000;100.000;;A;;documento 3367;30;;;XXX;;prov 147;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.004;UP;;;;;;;INR;736191.00;INR;;30;20.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.04.2022;X;;;;;;;;100.000;100.000;;A;;documento 3367;40;;;XXX;;prov 147;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.005;UP;;;;;;;INR;709593.00;INR;;40;20.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.05.2022;X;;;;;;;;100.000;100.000;;A;;documento 3367;50;;;XXX;;prov 147;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.006;UP;;;;;;;INR;708459.00;INR;;50;20.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.06.2022;X;;;;;;;;100.000;100.000;;A;;documento 3367;60;;;XXX;;prov 147;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.002;UP;;;;;;;INR;720268.00;INR;;60;20.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.07.2022;X;;;;;;;;100.000;100.000;;A;;documento 3367;70;;;XXX;;prov 147;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.009;UP;;;;;;;INR;694604.00;INR;;70;20.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.08.2022;X;;;;;;;;100.000;100.000;;A;;documento 3367;80;;;XXX;;prov 147;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.000;UP;;;;;;;INR;690336.00;INR;;80;20.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.09.2022;X;;;;;;;;100.000;100.000;;A;;documento 3367;90;;;XXX;;prov 147;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.002;UP;;;;;;;INR;697594.00;INR;;90;20.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.10.2022;X;;;;;;;;100.000;100.000;;A;;documento 3367;100;;;XXX;;prov 147;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.007;UP;;;;;;;INR;706853.00;INR;;100;20.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.11.2022;X;;;;;;;;100.000;100.000;;A;;documento 3367;110;;;XXX;;prov 147;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.004;UP;;;;;;;INR;691328.00;INR;;110;20.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.12.2022;X;;;;;;;;100.000;100.000;;A;;documento 3367;120;;;XXX;;prov 147;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.009;UP;;;;;;;INR;719315.00;INR;;120;20.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.01.2022;X;;;;;;;;100.000;100.000;;B;;documento 3368;10;;;XXX;;prov 147;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.003;UP;;;;;;;INR;153527.00;INR;;10;19.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;28.02.2022;X;;;;;;;;100.000;100.000;;B;;documento 3368;20;;;XXX;;prov 147;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.002;UP;;;;;;;INR;150899.00;INR;;20;19.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.03.2022;X;;;;;;;;100.000;100.000;;B;;documento 3368;30;;;XXX;;prov 147;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.002;UP;;;;;;;INR;195555.00;INR;;30;19.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.04.2022;X;;;;;;;;100.000;100.000;;B;;documento 3368;40;;;XXX;;prov 147;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.002;UP;;;;;;;INR;162845.00;INR;;40;19.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.05.2022;X;;;;;;;;100.000;100.000;;B;;documento 3368;50;;;XXX;;prov 147;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.006;UP;;;;;;;INR;182234.00;INR;;50;19.01.2022;Usuario 6;;;
Usuario 6;26.01.2022;Usuario 6;31.01.2022;30.06.2022;X;;;;;;;;100.000;100.000;;B;;documento 3368;60;;;XXX;;prov 147;;;K;grupo 207;20;F;;1;;;14;26.01.2022;2.003;UP;;;;;;;INR;153835.00;INR;;60;19.01.2022;Usuario 6;;;
